,Nom_du_POI,Categories_de_POI,Latitude,Longitude,Adresse_postale,Code_postal,Telephone,Mail,Site_web,Commune,Description
13252,Hôtel le relais des Moulins,https://www.datatourisme.fr/ontology/core#FoodEstablishment|https://www.datatourisme.fr/ontology/core#PlaceOfInterest|https://www.datatourisme.fr/ontology/core#PointOfInterest|https://www.datatourisme.fr/ontology/core#Restaurant|https://www.datatourisme.fr/ontology/core#Accommodation|https://www.datatourisme.fr/ontology/core#Hotel|https://www.datatourisme.fr/ontology/core#HotelRestaurant|https://www.datatourisme.fr/ontology/core#HotelTrade|http://schema.org/Accommodation|http://schema.org/FoodEstablishment|http://schema.org/LodgingBusiness|http://schema.org/Restaurant|http://schema.org/Hotel,47.8435078,-1.6798587,11 place Henri IV,35470,+33 2 99 43 71 55,contact@hotel-le-relais-des-moulins.fr,http://www.hotel-le-relais-des-moulins.fr/,Bain-de-Bretagne,
13253,Hôtel - restaurant de l'ouest,https://www.datatourisme.fr/ontology/core#FoodEstablishment|https://www.datatourisme.fr/ontology/core#PlaceOfInterest|https://www.datatourisme.fr/ontology/core#PointOfInterest|https://www.datatourisme.fr/ontology/core#Restaurant|https://www.datatourisme.fr/ontology/core#Accommodation|https://www.datatourisme.fr/ontology/core#Hotel|https://www.datatourisme.fr/ontology/core#HotelRestaurant|https://www.datatourisme.fr/ontology/core#HotelTrade|http://schema.org/Accommodation|http://schema.org/FoodEstablishment|http://schema.org/LodgingBusiness|http://schema.org/Restaurant|http://schema.org/Hotel,48.138428,-1.950505,1 rue de Rennes,35160,+33 2 99 09 00 48,,http://www.hotel-de-louest-35160.com/,Montfort-sur-Meu,
13254,Hôtel Le Petit Billot,https://www.datatourisme.fr/ontology/core#FoodEstablishment|https://www.datatourisme.fr/ontology/core#PlaceOfInterest|https://www.datatourisme.fr/ontology/core#PointOfInterest|https://www.datatourisme.fr/ontology/core#Restaurant|https://www.datatourisme.fr/ontology/core#Accommodation|https://www.datatourisme.fr/ontology/core#Hotel|https://www.datatourisme.fr/ontology/core#HotelRestaurant|https://www.datatourisme.fr/ontology/core#HotelTrade|http://schema.org/Accommodation|http://schema.org/FoodEstablishment|http://schema.org/LodgingBusiness|http://schema.org/Restaurant|http://schema.org/Hotel,48.1233117,-1.2098392,5 bis place du Général Leclerc,35500,+33 2 99 75 02 10,accueil@hotel-vitre.com,https://www.hotel-vitre.fr/,Vitré,
13255,Camping la Rafale,https://www.datatourisme.fr/ontology/core#PlaceOfInterest|https://www.datatourisme.fr/ontology/core#PointOfInterest|https://www.datatourisme.fr/ontology/core#Accommodation|https://www.datatourisme.fr/ontology/core#Camping|https://www.datatourisme.fr/ontology/core#CampingAndCaravanning|https://www.datatourisme.fr/ontology/core#CamperVanArea|http://schema.org/Accommodation|http://schema.org/LodgingBusiness,48.6677547,-1.9777593,3 Allée du Meinga,35350,+33 2 99 89 01 42,,,Saint-Coulomb,
13256,Camping Municipal,https://www.datatourisme.fr/ontology/core#PlaceOfInterest|https://www.datatourisme.fr/ontology/core#PointOfInterest|https://www.datatourisme.fr/ontology/core#Accommodation|https://www.datatourisme.fr/ontology/core#Camping|https://www.datatourisme.fr/ontology/core#CampingAndCaravanning|https://www.datatourisme.fr/ontology/core#CamperVanArea|http://schema.org/Accommodation|http://schema.org/LodgingBusiness,48.4895129,-2.3190431,Le Bourg Parc de la Mairie,22130,+33 2 96 84 46 71,camping.pleven@wanadoo.fr,http://www.pleven.fr/,Pléven,
13257,Base nautique et nature de Pen Ar C'hoat,https://www.datatourisme.fr/ontology/core#PlaceOfInterest|https://www.datatourisme.fr/ontology/core#PointOfInterest|https://www.datatourisme.fr/ontology/core#Accommodation|https://www.datatourisme.fr/ontology/core#ClubOrHolidayVillage|https://www.datatourisme.fr/ontology/core#CollectiveAccommodation|http://schema.org/Accommodation|http://schema.org/LodgingBusiness,48.346162,-3.256826,Pen Hoat,22110,+33 2 96 36 53 89,contact@loisirs-tremargat.com,http://basenautique-tremargat.com/,Trémargat,
13258,Centre d'initiation à la rivière,https://www.datatourisme.fr/ontology/core#PlaceOfInterest|https://www.datatourisme.fr/ontology/core#PointOfInterest|https://www.datatourisme.fr/ontology/core#Accommodation|https://www.datatourisme.fr/ontology/core#ClubOrHolidayVillage|https://www.datatourisme.fr/ontology/core#CollectiveAccommodation|http://schema.org/Accommodation|http://schema.org/LodgingBusiness,48.543647,-3.395606,2 rue Crec'h Ugen,22810,+33 2 96 43 08 39,,http://www.eau-et-rivieres.org/centre-regional-dinitiation-la-riviere,Belle-Isle-en-Terre,
13259,Camping Kerabus,https://www.datatourisme.fr/ontology/core#PlaceOfInterest|https://www.datatourisme.fr/ontology/core#PointOfInterest|https://www.datatourisme.fr/ontology/core#Accommodation|https://www.datatourisme.fr/ontology/core#Camping|https://www.datatourisme.fr/ontology/core#CampingAndCaravanning|https://www.datatourisme.fr/ontology/core#CamperVanArea|http://schema.org/Accommodation|http://schema.org/LodgingBusiness,47.59684,-3.076947,13 allée des Alouettes Le Runel,56340,+33 2 97 52 24 90,contact@camping-kerabus.com,http://www.camping-kerabus.com/,Carnac,
13260,Camping La Briantais,https://www.datatourisme.fr/ontology/core#PlaceOfInterest|https://www.datatourisme.fr/ontology/core#PointOfInterest|https://www.datatourisme.fr/ontology/core#Accommodation|https://www.datatourisme.fr/ontology/core#Camping|https://www.datatourisme.fr/ontology/core#CampingAndCaravanning|https://www.datatourisme.fr/ontology/core#CamperVanArea|http://schema.org/Accommodation|http://schema.org/LodgingBusiness,48.6050555,-1.9696705,La Briantais,35430,+33 2 99 81 49 47,,,Saint-Jouan-des-Guérets,
13261,Camping des deux Moulins,https://www.datatourisme.fr/ontology/core#PlaceOfInterest|https://www.datatourisme.fr/ontology/core#PointOfInterest|https://www.datatourisme.fr/ontology/core#Accommodation|https://www.datatourisme.fr/ontology/core#Camping|https://www.datatourisme.fr/ontology/core#CampingAndCaravanning|https://www.datatourisme.fr/ontology/core#CamperVanArea|http://schema.org/Accommodation|http://schema.org/LodgingBusiness,47.9275102,-1.7540714,11 rue du Camping,35890,+33 6 42 67 17 45,campingdesdeuxmoulins@gmail.com,http://campingdesdeuxmoulins.fr/,Bourg-des-Comptes,
13262,Camping Municipal La Hallerais,https://www.datatourisme.fr/ontology/core#PlaceOfInterest|https://www.datatourisme.fr/ontology/core#PointOfInterest|https://www.datatourisme.fr/ontology/core#Accommodation|https://www.datatourisme.fr/ontology/core#Camping|https://www.datatourisme.fr/ontology/core#CampingAndCaravanning|https://www.datatourisme.fr/ontology/core#CamperVanArea|http://schema.org/Accommodation|http://schema.org/LodgingBusiness,48.4719504,-2.0226156,4 rue de la Robardais,22100,+33 2 96 39 15 93,contact@camping-lahallerais.com,http://www.camping-lahallerais.com/,Taden,
13263,Les Gîtes du Pêcheur,https://www.datatourisme.fr/ontology/core#PlaceOfInterest|https://www.datatourisme.fr/ontology/core#PointOfInterest|https://www.datatourisme.fr/ontology/core#Accommodation|https://www.datatourisme.fr/ontology/core#ClubOrHolidayVillage|https://www.datatourisme.fr/ontology/core#CollectiveAccommodation|http://schema.org/Accommodation|http://schema.org/LodgingBusiness,48.6389493,-2.425704,Les Hôpitaux 86 bis rue Saint-Michel,22430,+33 6 07 14 29 66,contact@gitesdupecheur.com,http://www.gites-du-pecheur.com/fr/accueil/,Erquy,
13264,Camping du Val-André,https://www.datatourisme.fr/ontology/core#PlaceOfInterest|https://www.datatourisme.fr/ontology/core#PointOfInterest|https://www.datatourisme.fr/ontology/core#Accommodation|https://www.datatourisme.fr/ontology/core#Camping|https://www.datatourisme.fr/ontology/core#CampingAndCaravanning|https://www.datatourisme.fr/ontology/core#CamperVanArea|http://schema.org/Accommodation|http://schema.org/LodgingBusiness,48.5899,-2.55028,26 Rue Jean Le Brun Le Val-André,22370,+33 4 11 32 90 00,valandre@sandaya.fr,https://campingvalandre.com/,Pléneuf-Val-André,
13265,Camping Longchamp,https://www.datatourisme.fr/ontology/core#PlaceOfInterest|https://www.datatourisme.fr/ontology/core#PointOfInterest|https://www.datatourisme.fr/ontology/core#Accommodation|https://www.datatourisme.fr/ontology/core#Camping|https://www.datatourisme.fr/ontology/core#CampingAndCaravanning|https://www.datatourisme.fr/ontology/core#CamperVanArea|http://schema.org/Accommodation|http://schema.org/LodgingBusiness,48.634093,-2.120751,773 boulevard de Saint-Cast,35800,+33 2 99 46 33 98,longchamp@capfun.com,http://www.camping-longchamp.com/,Saint-Lunaire,
13266,Camping Municipal Les Noës,https://www.datatourisme.fr/ontology/core#PlaceOfInterest|https://www.datatourisme.fr/ontology/core#PointOfInterest|https://www.datatourisme.fr/ontology/core#Accommodation|https://www.datatourisme.fr/ontology/core#Camping|https://www.datatourisme.fr/ontology/core#CampingAndCaravanning|https://www.datatourisme.fr/ontology/core#CamperVanArea|http://schema.org/Accommodation|http://schema.org/LodgingBusiness,48.1809601,-2.6385747,24 Rue des Minières,22210,+33 2 96 25 64 81,mairie.laprenessaye@orange.fr,,La Prénessaye,
13267,Camping du Lac,https://www.datatourisme.fr/ontology/core#PlaceOfInterest|https://www.datatourisme.fr/ontology/core#PointOfInterest|https://www.datatourisme.fr/ontology/core#Accommodation|https://www.datatourisme.fr/ontology/core#Camping|https://www.datatourisme.fr/ontology/core#CampingAndCaravanning|https://www.datatourisme.fr/ontology/core#CamperVanArea|http://schema.org/Accommodation|http://schema.org/LodgingBusiness,47.829956,-1.670919,Route de Launay,35470,+33 2 99 43 85 67,info@campinglac.fr,http://www.campinglac.fr/,Bain-de-Bretagne,
13268,Camping L'Espérance,https://www.datatourisme.fr/ontology/core#PlaceOfInterest|https://www.datatourisme.fr/ontology/core#PointOfInterest|https://www.datatourisme.fr/ontology/core#Accommodation|https://www.datatourisme.fr/ontology/core#Camping|https://www.datatourisme.fr/ontology/core#CampingAndCaravanning|https://www.datatourisme.fr/ontology/core#CamperVanArea|http://schema.org/Accommodation|http://schema.org/LodgingBusiness,48.7912027,-3.5580253,Penvern Rue de Keralegan,22560,+33 2 96 91 95 05,accueil@camping-esperance.com,http://camping-esperance.com/,Trébeurden,
13269,Camping Municipal de Saint-Étienne,https://www.datatourisme.fr/ontology/core#PlaceOfInterest|https://www.datatourisme.fr/ontology/core#PointOfInterest|https://www.datatourisme.fr/ontology/core#Accommodation|https://www.datatourisme.fr/ontology/core#Camping|https://www.datatourisme.fr/ontology/core#CampingAndCaravanning|https://www.datatourisme.fr/ontology/core#CamperVanArea|http://schema.org/Accommodation|http://schema.org/LodgingBusiness,48.1096971,-1.1978255,Camping Municipal de Saint-Étienne route d’Argentré-du-Plessis 2 Allée de Saint-Étienne,35500,+33 2 99 75 25 28,camping@mairie-vitre.fr,https://www.mairie-vitre.com/Camping.html,Vitré,
13270,Aire naturelle du Verger,https://www.datatourisme.fr/ontology/core#PlaceOfInterest|https://www.datatourisme.fr/ontology/core#PointOfInterest|https://www.datatourisme.fr/ontology/core#Accommodation|https://www.datatourisme.fr/ontology/core#Camping|https://www.datatourisme.fr/ontology/core#CampingAndCaravanning|https://www.datatourisme.fr/ontology/core#CamperVanArea|http://schema.org/Accommodation|http://schema.org/LodgingBusiness,48.514514,-2.0664349,La Gromillais,22490,+33 6 12 13 44 04,contact@aireduverger.com,http://www.aireduverger.com/,Pleslin-Trigavou,
13271,Village Nautic Guerlédan,https://www.datatourisme.fr/ontology/core#PlaceOfInterest|https://www.datatourisme.fr/ontology/core#PointOfInterest|https://www.datatourisme.fr/ontology/core#Accommodation|https://www.datatourisme.fr/ontology/core#Camping|https://www.datatourisme.fr/ontology/core#CampingAndCaravanning|https://www.datatourisme.fr/ontology/core#CamperVanArea|http://schema.org/Accommodation|http://schema.org/LodgingBusiness,48.206418,-3.0465209,Route de Beau Rivage 2 Village du Nautic,22530,+33 2 96 28 57 94,location@villagenautic.fr,http://villagenautic.free.fr/,Caurel,
13272,Camping Domaine de Laneros,https://www.datatourisme.fr/ontology/core#PlaceOfInterest|https://www.datatourisme.fr/ontology/core#PointOfInterest|https://www.datatourisme.fr/ontology/core#Accommodation|https://www.datatourisme.fr/ontology/core#Camping|https://www.datatourisme.fr/ontology/core#CampingAndCaravanning|https://www.datatourisme.fr/ontology/core#CamperVanArea|http://schema.org/Accommodation|http://schema.org/LodgingBusiness,48.8638678,-3.0889606,L'Armor-Pleubian 85 rue de Laneros,22610,+33 2 96 55 58 63,contact@camping-laneros.com,http://www.camping-laneros.com/,Pleubian,
13273,Camping du Moulin de Kermaux,https://www.datatourisme.fr/ontology/core#PlaceOfInterest|https://www.datatourisme.fr/ontology/core#PointOfInterest|https://www.datatourisme.fr/ontology/core#Accommodation|https://www.datatourisme.fr/ontology/core#Camping|https://www.datatourisme.fr/ontology/core#CampingAndCaravanning|https://www.datatourisme.fr/ontology/core#CamperVanArea|http://schema.org/Accommodation|http://schema.org/LodgingBusiness,47.59613,-3.061202,Route De Kerlescan,56340,+33 2 97 52 15 90,contact@camping-moulinkermaux.com,http://www.camping-moulinkermaux.com/,Carnac,
13274,Camping des 7 Îles,https://www.datatourisme.fr/ontology/core#PlaceOfInterest|https://www.datatourisme.fr/ontology/core#PointOfInterest|https://www.datatourisme.fr/ontology/core#Accommodation|https://www.datatourisme.fr/ontology/core#Camping|https://www.datatourisme.fr/ontology/core#CampingAndCaravanning|https://www.datatourisme.fr/ontology/core#CamperVanArea|http://schema.org/Accommodation|http://schema.org/LodgingBusiness,48.8147101,-3.3833278,Port l'Epine,22660,+33 2 96 91 73 11,iles@gmail.com,http://www.vacances-seasonova.com/,Trélévern,
13275,Camping Aquarev,https://www.datatourisme.fr/ontology/core#PlaceOfInterest|https://www.datatourisme.fr/ontology/core#PointOfInterest|https://www.datatourisme.fr/ontology/core#Accommodation|https://www.datatourisme.fr/ontology/core#Camping|https://www.datatourisme.fr/ontology/core#CampingAndCaravanning|https://www.datatourisme.fr/ontology/core#CamperVanArea|http://schema.org/Accommodation|http://schema.org/LodgingBusiness,48.1773535,-2.7290012,1 route de Rennes Les Ponts Es Bigots,22600,+33 2 96 26 21 92,contact@camping-aquarev.com,,Loudéac,
13276,Camping GCU Ile-Tudy,https://www.datatourisme.fr/ontology/core#PlaceOfInterest|https://www.datatourisme.fr/ontology/core#PointOfInterest|https://www.datatourisme.fr/ontology/core#Accommodation|https://www.datatourisme.fr/ontology/core#Camping|https://www.datatourisme.fr/ontology/core#CampingAndCaravanning|https://www.datatourisme.fr/ontology/core#CamperVanArea|http://schema.org/Accommodation|http://schema.org/LodgingBusiness,47.853791,-4.16182,20 avenue des Sports,29980,+33 1 47 63 98 63,,http://www.gcu.asso.fr/,Île-Tudy,
13277,Camping Le Bois d'Amour,https://www.datatourisme.fr/ontology/core#PlaceOfInterest|https://www.datatourisme.fr/ontology/core#PointOfInterest|https://www.datatourisme.fr/ontology/core#Accommodation|https://www.datatourisme.fr/ontology/core#Camping|https://www.datatourisme.fr/ontology/core#CampingAndCaravanning|https://www.datatourisme.fr/ontology/core#CamperVanArea|http://schema.org/Accommodation|http://schema.org/LodgingBusiness,47.8525059,-4.1626265,18 bis avenue des Sports,29980,+33 2 98 56 43 54,contact@boisdamour.fr,http://www.boisdamour.fr/,Île-Tudy,
13278,Camping Le Val aux Fées,https://www.datatourisme.fr/ontology/core#PlaceOfInterest|https://www.datatourisme.fr/ontology/core#PointOfInterest|https://www.datatourisme.fr/ontology/core#Accommodation|https://www.datatourisme.fr/ontology/core#Camping|https://www.datatourisme.fr/ontology/core#CampingAndCaravanning|https://www.datatourisme.fr/ontology/core#CamperVanArea|http://schema.org/Accommodation|http://schema.org/LodgingBusiness,48.0609672,-2.2048456,5 rue Renan Le Cunff,56430,+33 2 22 16 81 84,info@camping-fees.fr,http://www.camping-fees.fr/,Concoret,
13279,Camping Le Keraeren,https://www.datatourisme.fr/ontology/core#PlaceOfInterest|https://www.datatourisme.fr/ontology/core#PointOfInterest|https://www.datatourisme.fr/ontology/core#Accommodation|https://www.datatourisme.fr/ontology/core#Camping|https://www.datatourisme.fr/ontology/core#CampingAndCaravanning|https://www.datatourisme.fr/ontology/core#CamperVanArea|http://schema.org/Accommodation|http://schema.org/LodgingBusiness,47.804252,-3.740156,Port-Manec'h 10 lieu-dit Keraeren,29920,+33 2 98 06 80 38,camping.keraeren@gmail.com,http://www.camping-keraeren.fr/,Névez,
13280,Camping GCU,https://www.datatourisme.fr/ontology/core#PlaceOfInterest|https://www.datatourisme.fr/ontology/core#PointOfInterest|https://www.datatourisme.fr/ontology/core#Accommodation|https://www.datatourisme.fr/ontology/core#Camping|https://www.datatourisme.fr/ontology/core#CampingAndCaravanning|https://www.datatourisme.fr/ontology/core#CamperVanArea|http://schema.org/Accommodation|http://schema.org/LodgingBusiness,47.7988069,-3.84546,Trévignon Curiou,29910,+33 1 47 63 98 63,,,Trégunc,
13281,Camping au bon vivre,https://www.datatourisme.fr/ontology/core#PlaceOfInterest|https://www.datatourisme.fr/ontology/core#PointOfInterest|https://www.datatourisme.fr/ontology/core#Accommodation|https://www.datatourisme.fr/ontology/core#Camping|https://www.datatourisme.fr/ontology/core#CampingAndCaravanning|https://www.datatourisme.fr/ontology/core#CamperVanArea|http://schema.org/Accommodation|http://schema.org/LodgingBusiness,48.070336,-4.602048,Kerguerriec,29770,+33 2 98 70 08 62,gaelle.dagorn@wanadoo.fr,,Goulien,
13282,Camping Municipal de Tal ar C'Hoat,https://www.datatourisme.fr/ontology/core#PlaceOfInterest|https://www.datatourisme.fr/ontology/core#PointOfInterest|https://www.datatourisme.fr/ontology/core#Accommodation|https://www.datatourisme.fr/ontology/core#Camping|https://www.datatourisme.fr/ontology/core#CampingAndCaravanning|https://www.datatourisme.fr/ontology/core#CamperVanArea|http://schema.org/Accommodation|http://schema.org/LodgingBusiness,48.386189,-3.8592131,route de Kerbargain,29690,+33 2 98 99 61 52,mairielafeuillee@wanadoo.fr,,La Feuillée,
13283,Camping VAT Domaine de la Pinède,https://www.datatourisme.fr/ontology/core#PlaceOfInterest|https://www.datatourisme.fr/ontology/core#PointOfInterest|https://www.datatourisme.fr/ontology/core#Accommodation|https://www.datatourisme.fr/ontology/core#Camping|https://www.datatourisme.fr/ontology/core#CampingAndCaravanning|https://www.datatourisme.fr/ontology/core#CamperVanArea|http://schema.org/Accommodation|http://schema.org/LodgingBusiness,47.867608,-3.847478,Route de Melgven,29910,+33 2 98 97 67 40,domainedelapinede@vacances-andretrigano.com,http://www.vacances-andretrigano.com/,Trégunc,
13284,Camping Les Rives du lac 3*,https://www.datatourisme.fr/ontology/core#PlaceOfInterest|https://www.datatourisme.fr/ontology/core#PointOfInterest|https://www.datatourisme.fr/ontology/core#Accommodation|https://www.datatourisme.fr/ontology/core#Camping|https://www.datatourisme.fr/ontology/core#CampingAndCaravanning|https://www.datatourisme.fr/ontology/core#CamperVanArea|http://schema.org/Accommodation|http://schema.org/LodgingBusiness,48.22831,-1.18069,Rue des Rouxières Camping Les Rives du lac,35210,+33 2 99 76 48 84,crespin.mathieu@orange.fr,https://www.campinglesrivesdulac.fr/,Châtillon-en-Vendelais,
13285,Camping de l'Estuaire,https://www.datatourisme.fr/ontology/core#PlaceOfInterest|https://www.datatourisme.fr/ontology/core#PointOfInterest|https://www.datatourisme.fr/ontology/core#Accommodation|https://www.datatourisme.fr/ontology/core#Camping|https://www.datatourisme.fr/ontology/core#CampingAndCaravanning|https://www.datatourisme.fr/ontology/core#CamperVanArea|http://schema.org/Accommodation|http://schema.org/LodgingBusiness,48.5810645,-2.0567311,16 bis rue Jean Boyer,35730,+33 7 88 18 26 94,camping@pleurtuit.com,http://www.pleurtuit.com/,Pleurtuit,
13286,Camping les Mégalithes,https://www.datatourisme.fr/ontology/core#PlaceOfInterest|https://www.datatourisme.fr/ontology/core#PointOfInterest|https://www.datatourisme.fr/ontology/core#Accommodation|https://www.datatourisme.fr/ontology/core#Camping|https://www.datatourisme.fr/ontology/core#CampingAndCaravanning|https://www.datatourisme.fr/ontology/core#CamperVanArea|http://schema.org/Accommodation|http://schema.org/LodgingBusiness,47.62714,-3.14601,Chemin des Saules Kerfélicité,56410,+33 2 97 55 68 76,campingdesmegalithes@orange.fr,http://www.campingdesmegalithes.fr/,Erdeven,
13287,Camping des Chevrets,https://www.datatourisme.fr/ontology/core#PlaceOfInterest|https://www.datatourisme.fr/ontology/core#PointOfInterest|https://www.datatourisme.fr/ontology/core#Accommodation|https://www.datatourisme.fr/ontology/core#Camping|https://www.datatourisme.fr/ontology/core#CampingAndCaravanning|https://www.datatourisme.fr/ontology/core#CamperVanArea|http://schema.org/Accommodation|http://schema.org/LodgingBusiness,48.6881397,-1.938199,38 rue de la Guimorais,35350,+33 2 99 89 01 90,contact@campingdeschevrets.fr,http://www.campingdeschevrets.fr/,Saint-Coulomb,
13288,Aire naturelle la clé des prés,https://www.datatourisme.fr/ontology/core#PlaceOfInterest|https://www.datatourisme.fr/ontology/core#PointOfInterest|https://www.datatourisme.fr/ontology/core#Accommodation|https://www.datatourisme.fr/ontology/core#Camping|https://www.datatourisme.fr/ontology/core#CampingAndCaravanning|https://www.datatourisme.fr/ontology/core#CamperVanArea|http://schema.org/Accommodation|http://schema.org/LodgingBusiness,47.75131,-3.019353,Bréventec,56330,+33 2 97 24 72 32,camping.breventec@free.fr,http://www.camping-la-cle-des-pres.com/,Pluvigner,
13289,Camping Plijadur - APV,https://www.datatourisme.fr/ontology/core#PlaceOfInterest|https://www.datatourisme.fr/ontology/core#PointOfInterest|https://www.datatourisme.fr/ontology/core#Accommodation|https://www.datatourisme.fr/ontology/core#Camping|https://www.datatourisme.fr/ontology/core#CampingAndCaravanning|https://www.datatourisme.fr/ontology/core#CamperVanArea|http://schema.org/Accommodation|http://schema.org/LodgingBusiness,47.58806,-3.043728,94 Route De Carnac,56470,+33 2 97 55 72 05,contacts@camping-apv.com,http://www.camping-apv.com/fr/atlantique/camping-sud-bretagne/camping-la-trinite-sur-mer/plijadur,La Trinité-sur-Mer,
13290,Camping Kersioual,https://www.datatourisme.fr/ontology/core#PlaceOfInterest|https://www.datatourisme.fr/ontology/core#PointOfInterest|https://www.datatourisme.fr/ontology/core#Accommodation|https://www.datatourisme.fr/ontology/core#Camping|https://www.datatourisme.fr/ontology/core#CampingAndCaravanning|https://www.datatourisme.fr/ontology/core#CamperVanArea|http://schema.org/Accommodation|http://schema.org/LodgingBusiness,47.8985709,-3.964262,12 route de Menez-Moor,29940,+33 2 98 56 96 39,contact@camping-kersioual.com,http://www.camping-kersioual.com/,La Forêt-Fouesnant,
13291,Camping le Saint-Laurent,https://www.datatourisme.fr/ontology/core#PlaceOfInterest|https://www.datatourisme.fr/ontology/core#PointOfInterest|https://www.datatourisme.fr/ontology/core#Accommodation|https://www.datatourisme.fr/ontology/core#Camping|https://www.datatourisme.fr/ontology/core#CampingAndCaravanning|https://www.datatourisme.fr/ontology/core#CamperVanArea|http://schema.org/Accommodation|http://schema.org/LodgingBusiness,47.6638996,-3.1000293,Kergonvo,56400,+33 2 97 56 85 90,contact@camping-saint-laurent.fr,http://www.camping-saint-laurent.fr/,Ploemel,
13292,Village Vacances Beauséjour - Rêves de Mer,https://www.datatourisme.fr/ontology/core#PlaceOfInterest|https://www.datatourisme.fr/ontology/core#PointOfInterest|https://www.datatourisme.fr/ontology/core#Accommodation|https://www.datatourisme.fr/ontology/core#ClubOrHolidayVillage|https://www.datatourisme.fr/ontology/core#CollectiveAccommodation|http://schema.org/Accommodation|http://schema.org/LodgingBusiness,48.3586315,-4.7697697,Parc de Beauséjour,29217,+33 2 98 89 09 21,beausejour@revesdemer.com,https://www.revesdemer.com/nos-etablissements/village-beausejour/,Le Conquet,
13293,Camping de La Grande Lande,https://www.datatourisme.fr/ontology/core#PlaceOfInterest|https://www.datatourisme.fr/ontology/core#PointOfInterest|https://www.datatourisme.fr/ontology/core#Accommodation|https://www.datatourisme.fr/ontology/core#Camping|https://www.datatourisme.fr/ontology/core#CampingAndCaravanning|https://www.datatourisme.fr/ontology/core#CamperVanArea|http://schema.org/Accommodation|http://schema.org/LodgingBusiness,47.8071354,-3.6868496,7 rue des Grandes Landes Kergroës,29350,+33 2 98 71 00 39,camping.grande.lande@wanadoo.fr,http://www.campingdelagrandelande.com/,Moëlan-sur-Mer,
13294,"Auberge de Jeunesse ""Ostal Morlaix""",https://www.datatourisme.fr/ontology/core#PlaceOfInterest|https://www.datatourisme.fr/ontology/core#PointOfInterest|https://www.datatourisme.fr/ontology/core#Accommodation|https://www.datatourisme.fr/ontology/core#ClubOrHolidayVillage|https://www.datatourisme.fr/ontology/core#CollectiveAccommodation|http://schema.org/Accommodation|http://schema.org/LodgingBusiness,48.5847122,-3.8369617,1 Voie d'accès au port,29600,+33 2 98 15 10 55,morlaix@ostal.org,https://www.ostal.org/votre-destination/auberge-morlaix/<>https://www.facebook.com/ostal.morlaix/,Saint-Martin-des-Champs,
13295,Camping de Kérantérec,https://www.datatourisme.fr/ontology/core#PlaceOfInterest|https://www.datatourisme.fr/ontology/core#PointOfInterest|https://www.datatourisme.fr/ontology/core#Accommodation|https://www.datatourisme.fr/ontology/core#Camping|https://www.datatourisme.fr/ontology/core#CampingAndCaravanning|https://www.datatourisme.fr/ontology/core#CamperVanArea|http://schema.org/Accommodation|http://schema.org/LodgingBusiness,47.8992758,-3.9555501,1 route de Saint-Laurent,29940,+33 2 98 56 98 11,info@camping-keranterec.com,http://www.camping-keranterec.com/,La Forêt-Fouesnant,
13296,Hôtel de la Rade,https://www.datatourisme.fr/ontology/core#FoodEstablishment|https://www.datatourisme.fr/ontology/core#PlaceOfInterest|https://www.datatourisme.fr/ontology/core#PointOfInterest|https://www.datatourisme.fr/ontology/core#Restaurant|https://www.datatourisme.fr/ontology/core#Accommodation|https://www.datatourisme.fr/ontology/core#Hotel|https://www.datatourisme.fr/ontology/core#HotelRestaurant|https://www.datatourisme.fr/ontology/core#HotelTrade|http://schema.org/Accommodation|http://schema.org/FoodEstablishment|http://schema.org/LodgingBusiness|http://schema.org/Restaurant|http://schema.org/Hotel,48.3850151,-4.4938562,6 rue de Siam,29200,+33 2 98 44 47 76,bjjm@wanadoo.fr,http://www.hoteldelarade.com/,Brest,
13297,Hôtel-Bar Noz Vad,https://www.datatourisme.fr/ontology/core#FoodEstablishment|https://www.datatourisme.fr/ontology/core#PlaceOfInterest|https://www.datatourisme.fr/ontology/core#PointOfInterest|https://www.datatourisme.fr/ontology/core#Restaurant|https://www.datatourisme.fr/ontology/core#Accommodation|https://www.datatourisme.fr/ontology/core#Hotel|https://www.datatourisme.fr/ontology/core#HotelRestaurant|https://www.datatourisme.fr/ontology/core#HotelTrade|http://schema.org/Accommodation|http://schema.org/FoodEstablishment|http://schema.org/LodgingBusiness|http://schema.org/Restaurant|http://schema.org/Hotel,48.2764698,-3.5758051,12 boulevard de la République,29270,+33 2 98 99 12 12,aemcs@nozvad.bzh,http://www.nozvad.bzh/,Carhaix-Plouguer,
13298,Le Petit Breton,https://www.datatourisme.fr/ontology/core#FoodEstablishment|https://www.datatourisme.fr/ontology/core#PlaceOfInterest|https://www.datatourisme.fr/ontology/core#PointOfInterest|https://www.datatourisme.fr/ontology/core#Restaurant|https://www.datatourisme.fr/ontology/core#Accommodation|https://www.datatourisme.fr/ontology/core#Hotel|https://www.datatourisme.fr/ontology/core#HotelRestaurant|https://www.datatourisme.fr/ontology/core#HotelTrade|http://schema.org/Accommodation|http://schema.org/FoodEstablishment|http://schema.org/LodgingBusiness|http://schema.org/Restaurant|http://schema.org/Hotel,48.1287282,-2.034237,5 rue de Gaël,35750,+33 2 99 09 70 74,hotellepetitbreton@gmail.com,,Iffendic,
