,Nom_du_POI,Categories_de_POI,Latitude,Longitude,Adresse_postale,Code_postal,Telephone,Mail,Site_web,Commune,Description
459,Dolce Vita,https://www.datatourisme.fr/ontology/core#PlaceOfInterest|https://www.datatourisme.fr/ontology/core#PointOfInterest|https://www.datatourisme.fr/ontology/core#Accommodation|https://www.datatourisme.fr/ontology/core#Camping|https://www.datatourisme.fr/ontology/core#CampingAndCaravanning|http://schema.org/Accommodation|http://schema.org/LodgingBusiness,42.554369,8.790298,Lieu dit Ponte Bambinu RT 30,20260,+33 4 95 65 05 99,dolce-vita.office@orange.fr,https://www.dolce-vita-calvi.com/,Calvi,"Réservez dès à présent votre camping au bord de l'eau à Calvi en Corse situé au coeur de la Balagne, une des régions les plus préservées de la Corse, au bord d’une charmante rivière donnant directement sur la plage de sable fin de Calvi."
461,Les Mouettes,https://www.datatourisme.fr/ontology/core#FoodEstablishment|https://www.datatourisme.fr/ontology/core#PlaceOfInterest|https://www.datatourisme.fr/ontology/core#PointOfInterest|https://www.datatourisme.fr/ontology/core#Restaurant|https://www.datatourisme.fr/ontology/core#Accommodation|https://www.datatourisme.fr/ontology/core#Hotel|https://www.datatourisme.fr/ontology/core#HotelRestaurant|https://www.datatourisme.fr/ontology/core#HotelTrade|http://schema.org/Accommodation|http://schema.org/FoodEstablishment|http://schema.org/LodgingBusiness|http://schema.org/Restaurant|http://schema.org/Hotel,42.627259,9.011729,Lieu-dit Losari Route de Belgodère,20226,+33 4 95 60 03 23,info@hotel-lozari.com,https://www.hotel-lesmouettes-lozari.com/,Belgodère,L'hôtel & Restaurant Les Mouettes *** vous promet un moment de calme et volupté. Un séjour inoubliable dans un cadre arboré avec piscine pour se relaxer.
470,La Pinède,https://www.datatourisme.fr/ontology/core#PlaceOfInterest|https://www.datatourisme.fr/ontology/core#PointOfInterest|https://www.datatourisme.fr/ontology/core#Accommodation|https://www.datatourisme.fr/ontology/core#Camping|https://www.datatourisme.fr/ontology/core#CampingAndCaravanning|http://schema.org/Accommodation|http://schema.org/LodgingBusiness,42.554359,8.769469,Route de la Pinède,20260,+33 4 95 65 17 80,info@camping-calvi.com,https://www.camping-calvi.com/,Calvi,"Réservez dès à présent votre camping en Corse, à Calvi...
A deux minutes à pied de l’une des plus belles plages de Corse, à moins d’un quart d’heure du centre-ville de Calvi, venez poser vos valises au cœur d’un parc forestier calme et ombragé."
472,Pitrera Village,https://www.datatourisme.fr/ontology/core#PlaceOfInterest|https://www.datatourisme.fr/ontology/core#PointOfInterest|https://www.datatourisme.fr/ontology/core#Accommodation|https://www.datatourisme.fr/ontology/core#Camping|https://www.datatourisme.fr/ontology/core#CampingAndCaravanning|http://schema.org/Accommodation|http://schema.org/LodgingBusiness,41.634,9.2945,RT10 Village de Trinité,20137,+33 4 95 70 20 10,pitrera@orange.fr,http://www.pitrera.com/,Porto-Vecchio,"Agréable et ombragé, notre camping se situe à 5 km de Porto-Vecchio.
Vous pourrez profiter de la piscine chauffée, du bar-restaurant et de nos toboggans. Ouvert d’avril à octobre, nous vous attendons en chalets ou en tentes."
475,Il Tramonto,https://www.datatourisme.fr/ontology/core#PlaceOfInterest|https://www.datatourisme.fr/ontology/core#PointOfInterest|https://www.datatourisme.fr/ontology/core#Accommodation|https://www.datatourisme.fr/ontology/core#Hotel|https://www.datatourisme.fr/ontology/core#HotelTrade|http://schema.org/Accommodation|http://schema.org/LodgingBusiness|http://schema.org/Hotel,42.568,8.750911,Route de Porto,20260,+33 4 95 65 04 17,il.tramonto.calvi@gmail.com,http://www.hoteliltramonto.com/,Calvi,"Il Tramonto en Balagne est un petit hôtel familial et chaleureux.
Idéalement situé, à 800 m. du centre-ville de Calvi, offrant une vue panoramique remarquable sur la mer et la Revellata... Son coucher de soleil fait partie des plus beaux de Corse."
477,Sole Mare,https://www.datatourisme.fr/ontology/core#PlaceOfInterest|https://www.datatourisme.fr/ontology/core#PointOfInterest|https://www.datatourisme.fr/ontology/core#Accommodation|https://www.datatourisme.fr/ontology/core#Hotel|https://www.datatourisme.fr/ontology/core#HotelTrade|http://schema.org/Accommodation|http://schema.org/LodgingBusiness|http://schema.org/Hotel,42.569502,8.755989,Pointe St François,20260,+33 4 95 65 09 50,info@calvi-location.fr,http://www.calvi-location.fr/,Calvi,"Hôtel situé en Balagne en Corse, au calme, à seulement 2 minutes à pied des plages rocheuses et d'une petite crique de sable, à proximité de la citadelle, à 5 minutes du centre ville de Calvi et de sa zone piétonne."
480,Méditerranée,https://www.datatourisme.fr/ontology/core#PlaceOfInterest|https://www.datatourisme.fr/ontology/core#PointOfInterest|https://www.datatourisme.fr/ontology/core#Accommodation|https://www.datatourisme.fr/ontology/core#Hotel|https://www.datatourisme.fr/ontology/core#HotelTrade|http://schema.org/Accommodation|http://schema.org/LodgingBusiness|http://schema.org/Hotel,42.568717,8.756545,Avenue Napoléon,20260,+33 4 95 65 08 58,contact@hotel-corse-mediterranee.com,https://www.hotel-corse-mediterranee.com/,Calvi,"Cet hôtel, au design épuré, dispose d'une situation privilégiée; certaines de ses chambres possèdent un balcon et vue sur la mer pour profiter d'un des plus beaux couchers de soleil de Balagne et de Corse... Bon séjour à Calvi !"
485,L'Alivu,https://www.datatourisme.fr/ontology/core#FoodEstablishment|https://www.datatourisme.fr/ontology/core#PlaceOfInterest|https://www.datatourisme.fr/ontology/core#PointOfInterest|https://www.datatourisme.fr/ontology/core#Restaurant|https://www.datatourisme.fr/ontology/core#Accommodation|https://www.datatourisme.fr/ontology/core#Hotel|https://www.datatourisme.fr/ontology/core#HotelRestaurant|https://www.datatourisme.fr/ontology/core#HotelTrade|http://schema.org/Accommodation|http://schema.org/FoodEstablishment|http://schema.org/LodgingBusiness|http://schema.org/Restaurant|http://schema.org/Hotel,42.412022,8.644852,Route de la mer,20245,+33 4 95 62 01 93,canava.dominique@orange.fr,http://www.hotel-lalivu.com/,Galéria,"Bienvenue dans cet hôtel à Galeria en Balagne, situé à 50 m. de la plage, avec piscine chauffée et chambres modernes très confortables avec balcon offrant une vue sur la mer ou le jardin pour un séjour en Corse inoubliable !"
489,Colombo Line,https://www.datatourisme.fr/ontology/core#PlaceOfInterest|https://www.datatourisme.fr/ontology/core#PointOfInterest|https://www.datatourisme.fr/ontology/core#SportsAndLeisurePlace|https://www.datatourisme.fr/ontology/core#SightseeingBoat|http://schema.org/LocalBusiness,42.565929,8.757507,Port de plaisance Quai Landry,20260,+33 6 22 96 88 70,infos@colombo-line.com,https://colomboline.resamare.com/<>https://www.colombo-line.com/,Calvi,"Visite commentée de la Réserve Naturelle de Scandola en vedette aquavision ou en semi-rigide au départ de Calvi en Corse.
Ancienne famille de pêcheurs, la famille Colombani propose des visites autour de la Réserve de Scandola depuis plus de 40 ans."
492,Corsica Zoo,http://schema.org/Zoo|https://www.datatourisme.fr/ontology/core#PlaceOfInterest|https://www.datatourisme.fr/ontology/core#PointOfInterest|https://www.datatourisme.fr/ontology/core#SportsAndLeisurePlace|https://www.datatourisme.fr/ontology/core#ZooAnimalPark|http://schema.org/LocalBusiness,42.623,9.3197,Lieu-dit Troscia Plaine du Nebbiu,20232,+33 4 95 56 77 50,zoodicorsica@gmail.com,https://www.corsicazoo.com/,Olmeta-di-Tuda,"Corsica Zoo, premier zoo en Corse, vous invite à découvrir son parc animalier riche de plus de 60 espèces et son parc botanique."
494,Les Oliviers de Palombaggia,https://www.datatourisme.fr/ontology/core#PlaceOfInterest|https://www.datatourisme.fr/ontology/core#PointOfInterest|https://www.datatourisme.fr/ontology/core#Accommodation|https://www.datatourisme.fr/ontology/core#CollectiveAccommodation|https://www.datatourisme.fr/ontology/core#HolidayResort|http://schema.org/Accommodation|http://schema.org/LodgingBusiness,41.579225,9.33383,Route de Palombaggia Km 9,20137,+33 4 95 70 36 42,contact@lesoliviersdepalombaggia.com,https://www.lesoliviersdepalombaggia.fr/,Porto-Vecchio,"Proche de Carataggia, Palombaggia, plages de sable fin, ou criques le Domaine vous accueille avec 13 bergeries,  en villas de pierres sèches, avec piscines, subtile alliance entre tradition et modernité pour un séjour en couple, entre amis ou en famille."
498,L'Escale Côté Port,https://www.datatourisme.fr/ontology/core#PlaceOfInterest|https://www.datatourisme.fr/ontology/core#PointOfInterest|https://www.datatourisme.fr/ontology/core#Accommodation|https://www.datatourisme.fr/ontology/core#Hotel|https://www.datatourisme.fr/ontology/core#HotelTrade|http://schema.org/Accommodation|http://schema.org/LodgingBusiness|http://schema.org/Hotel,42.637489,8.933032,Lotissement des îles,20220,+33 4 95 60 27 08,coteport@hotelilerousse.com,http://www.hotel-ilerousse.com/,L'Île-Rousse,"Hôtel contemporain composé de grandes chambres et d'appartements entièrement climatisés. Vous profiterez de sa situation idéale à 30m de la plage, 300m du centre historique de la ville et 100m du port."
499,Résidence Santa Maria,https://www.datatourisme.fr/ontology/core#PlaceOfInterest|https://www.datatourisme.fr/ontology/core#PointOfInterest|https://www.datatourisme.fr/ontology/core#Accommodation|https://www.datatourisme.fr/ontology/core#CollectiveAccommodation|https://www.datatourisme.fr/ontology/core#HolidayResort|http://schema.org/Accommodation|http://schema.org/LodgingBusiness,42.637671,8.934751,Lotissement des îles,20220,+33 6 25 33 13 49,info@residence-ile-rousse.fr,https://www.residence-ile-rousse.fr/,L'Île-Rousse,"La Résidence Santa Maria est le lieu idéal pour votre séjour. Située à proximité de la plage et à 500m du centre historique de L'Ile-Rousse, la résidence vous propose 21 studios tout confort et 4 suites avec toutes les prestations d'un établissement luxe."
502,Golden Tulip Porto-Vecchio,https://www.datatourisme.fr/ontology/core#FoodEstablishment|https://www.datatourisme.fr/ontology/core#PlaceOfInterest|https://www.datatourisme.fr/ontology/core#PointOfInterest|https://www.datatourisme.fr/ontology/core#Restaurant|https://www.datatourisme.fr/ontology/core#Accommodation|https://www.datatourisme.fr/ontology/core#Hotel|https://www.datatourisme.fr/ontology/core#HotelRestaurant|https://www.datatourisme.fr/ontology/core#HotelTrade|http://schema.org/Accommodation|http://schema.org/FoodEstablishment|http://schema.org/LodgingBusiness|http://schema.org/Restaurant|http://schema.org/Hotel,41.597303,9.277991,Rue Henri Frenay,20137,+33 4 13 96 18 13,info@goldentulipportovecchio.com,http://www.goldentulipportovecchio.com/,Porto-Vecchio,"Un nouvel hôtel 4 étoiles tout neuf à Porto-Vecchio, alliant modernité et chaleur méditerranéenne. Appréciez le calme et la vue depuis le balcon privatif de votre chambre."
503,Le Pass'Partout,https://www.datatourisme.fr/ontology/core#PlaceOfInterest|https://www.datatourisme.fr/ontology/core#PointOfInterest|https://www.datatourisme.fr/ontology/core#SportsAndLeisurePlace|https://www.datatourisme.fr/ontology/core#SightseeingBoat|http://schema.org/LocalBusiness,42.268319,8.694044,Place de la Marine Porto Anthony Boutique,20150,+33 6 29 47 10 00,montesenino@wanadoo.fr,http://www.lepasspartout.com/<>https://www.promenadesenmerporto.com/,Ota,"Découvrez la Réserve Naturelle de Scandola, Girolata, les calanche de Piana et leurs grottes à bord de petites navettes de 12 places tout confort, et une vedette hybride pour 35 pers. avec vision sous-marine par caméra."
504,Arutoli,https://www.datatourisme.fr/ontology/core#PlaceOfInterest|https://www.datatourisme.fr/ontology/core#PointOfInterest|https://www.datatourisme.fr/ontology/core#Accommodation|https://www.datatourisme.fr/ontology/core#Camping|https://www.datatourisme.fr/ontology/core#CampingAndCaravanning|http://schema.org/Accommodation|http://schema.org/LodgingBusiness,41.602,9.2672,Route de l'Ospedale,20137,+33 4 95 70 12 73,info@arutoli.com,http://www.arutoli.com/,Porto-Vecchio,"Esprit convivial et familial. Camping ombragé, idéalement situé pour rayonner à la découverte de l'Extrême-Sud et de l'Alta Rocca tout en étant proche des services et des commerces."
505,Le Goéland,https://www.datatourisme.fr/ontology/core#PlaceOfInterest|https://www.datatourisme.fr/ontology/core#PointOfInterest|https://www.datatourisme.fr/ontology/core#SportsAndLeisurePlace|https://www.datatourisme.fr/ontology/core#SightseeingBoat|http://schema.org/LocalBusiness,42.266251,8.693779,Rive gauche Port de Porto,20150,+33 6 09 49 06 10,legoeland.porto@gmail.com,http://www.goeland-porto.fr/,Ota,"Embarquez avec le Goéland pour découvrir la Réserve Naturelle de Scandola et les Calanche de Piana. Fort de nos 20 ans d'expérience, le Golfe de Porto n'aura plus de secret pour vous. Réservation en ligne possible. -10% avec le code promo ot2020"
512,Les Alizés,https://www.datatourisme.fr/ontology/core#PlaceOfInterest|https://www.datatourisme.fr/ontology/core#PointOfInterest|https://www.datatourisme.fr/ontology/core#Accommodation|https://www.datatourisme.fr/ontology/core#CollectiveAccommodation|https://www.datatourisme.fr/ontology/core#HolidayResort|http://schema.org/Accommodation|http://schema.org/LodgingBusiness,42.629741,8.954928,Lotissement Castellaccio Route de Bastia,20220,+33 4 95 60 08 06,residencealizes@gmail.com,http://www.motel-lesalizes.com/,L'Île-Rousse,"A proximité de L'Ile-Rousse et des plages, la résidence Les Alizés vous offre une vue remarquable sur les montagnes et le village de Monticello.  Pour votre confort, des appartements spacieux,
 Deux piscines, salle fitness, bain à remous et hammam."
513,Costa Salina,https://www.datatourisme.fr/ontology/core#FoodEstablishment|https://www.datatourisme.fr/ontology/core#PlaceOfInterest|https://www.datatourisme.fr/ontology/core#PointOfInterest|https://www.datatourisme.fr/ontology/core#Restaurant|https://www.datatourisme.fr/ontology/core#Accommodation|https://www.datatourisme.fr/ontology/core#Hotel|https://www.datatourisme.fr/ontology/core#HotelRestaurant|https://www.datatourisme.fr/ontology/core#HotelTrade|http://schema.org/Accommodation|http://schema.org/FoodEstablishment|http://schema.org/LodgingBusiness|http://schema.org/Restaurant|http://schema.org/Hotel,41.588458,9.286725,Quai Pascal Paoli,20137,+33 4 95 28 45 22,contact@hotelcostasalina.com,http://www.hotelcostasalina.com/,Porto-Vecchio,"Hôtel avec piscine, hammam, jacuzzi, espace bien-être et aire de jeux, situé sur le port, à deux pas des commerces et restaurants.
Chambres et suites spacieuses, avec vue mer, piscine, marais salants ou jardin. Accueil chaleureux dans un cadre harmonieux."
515,1 - L’usine Saint Joseph,https://www.datatourisme.fr/ontology/core#CulturalSite|https://www.datatourisme.fr/ontology/core#PlaceOfInterest|https://www.datatourisme.fr/ontology/core#PointOfInterest|https://www.datatourisme.fr/ontology/core#IndustrialSite|https://www.datatourisme.fr/ontology/core#TechnicalHeritage,41.59109,9.28339,Quai Pascal Paoli,20137,+33 4 95 70 09 58,accueil@destination-sudcorse.com,http://www.ot-portovecchio.com/,Porto-Vecchio,
521,Brewpub Gloria,https://www.datatourisme.fr/ontology/core#FoodEstablishment|https://www.datatourisme.fr/ontology/core#PlaceOfInterest|https://www.datatourisme.fr/ontology/core#PointOfInterest|https://www.datatourisme.fr/ontology/core#SportsAndLeisurePlace|https://www.datatourisme.fr/ontology/core#BistroOrWineBar|http://schema.org/FoodEstablishment|http://schema.org/Winery,42.551229,8.778396,RT 30 Lieu dit Valle al Legnu,20260,+33 6 11 99 13 17,info@brasseriegloria.com,https://www.brasseriegloria.com/,Calvi,"Venez découvrir ces bières d'un autre genre...Gloria, la bière made in Calvi en Corse ! Chaque bière est associée à un personnage, à une histoire et à un nom, le tout résumé sur chaque bouteille. Bonne dégustation et bonne lecture !"
525,Grand Hôtel de Cala Rossa,https://www.datatourisme.fr/ontology/core#FoodEstablishment|https://www.datatourisme.fr/ontology/core#PlaceOfInterest|https://www.datatourisme.fr/ontology/core#PointOfInterest|https://www.datatourisme.fr/ontology/core#Restaurant|https://www.datatourisme.fr/ontology/core#Accommodation|https://www.datatourisme.fr/ontology/core#Hotel|https://www.datatourisme.fr/ontology/core#HotelRestaurant|https://www.datatourisme.fr/ontology/core#HotelTrade|http://schema.org/Accommodation|http://schema.org/FoodEstablishment|http://schema.org/LodgingBusiness|http://schema.org/Restaurant|http://schema.org/Hotel,41.621827,9.338508,Route de Cala Rossa,20137,+33 4 95 71 61 51,info@hotel-calarossa.com,https://www.hotel-calarossa.com/,Lecci,"Un bel hôtel de famille, qui a jeté l'ancre sur la presqu'ile de Cala Rossa, les pieds dans l'eau le long d'une immense plage de sable fin.
Membre Relais & Châteaux et Cercle des Grandes Maisons Corses."
526,Cala Rossa Bay Resort,https://www.datatourisme.fr/ontology/core#PlaceOfInterest|https://www.datatourisme.fr/ontology/core#PointOfInterest|https://www.datatourisme.fr/ontology/core#Accommodation|https://www.datatourisme.fr/ontology/core#CollectiveAccommodation|https://www.datatourisme.fr/ontology/core#HolidayResort|http://schema.org/Accommodation|http://schema.org/LodgingBusiness,41.628354,9.334957,Route de Cala Rossa,20137,+33 7 87 19 07 56,calabayresort@gmail.com,https://www.calarossabay.com/,Lecci,"Cala Rossa Bay Resort est la promesse d'une expérience unique dans l'une des plus belles baies du sud Corse. Sur le site exceptionnel de Cala Rossa, près de la plage, résidence de villas de grand standing avec prestations hôtelières assurées au quotidien."
527,Les Villas de Porto-Vecchio,https://www.datatourisme.fr/ontology/core#PlaceOfInterest|https://www.datatourisme.fr/ontology/core#PointOfInterest|https://www.datatourisme.fr/ontology/core#Accommodation|https://www.datatourisme.fr/ontology/core#CollectiveAccommodation|https://www.datatourisme.fr/ontology/core#HolidayResort|http://schema.org/Accommodation|http://schema.org/LodgingBusiness,41.642375,9.331556,Lieu dit Mora Dell Onda,20137,+33 4 95 73 47 69,contact@lesvillas.fr,https://www.pierreetvacances.com/fr-fr/fp_UBV_location-residence-premium-les-villas-de-porto-vecchio,Lecci,"La résidence Les Villas de Porto-Vecchio vous offre le parfait combo eaux turquoises, sable fin et petits commerces (à moins de 5 minutes de voiture)."
528,"La plage d'i Pini, péninsule de Palombaggia",https://www.datatourisme.fr/ontology/core#PlaceOfInterest|https://www.datatourisme.fr/ontology/core#PointOfInterest|https://www.datatourisme.fr/ontology/core#SportsAndLeisurePlace|https://www.datatourisme.fr/ontology/core#Beach|https://www.datatourisme.fr/ontology/core#NaturalHeritage|http://schema.org/Landform,41.560557,9.336311,Palombaggia,20137,+33 4 95 70 09 58,,,Porto-Vecchio,"Une aquarelle de bleu.
Cette pure merveille compte parmi les plus belles de l’île. Ses eaux peu profondes en font aussi le paradis des enfants."
529,"La plage de Tamaricciu, A Folacca",https://www.datatourisme.fr/ontology/core#PlaceOfInterest|https://www.datatourisme.fr/ontology/core#PointOfInterest|https://www.datatourisme.fr/ontology/core#SportsAndLeisurePlace|https://www.datatourisme.fr/ontology/core#Beach|https://www.datatourisme.fr/ontology/core#NaturalHeritage|http://schema.org/Landform,41.549863,9.309703,Palombaggia,20137,+33 4 95 70 09 58,,,Porto-Vecchio,"A Punta Columbara, pointe rocheuse de porphyre rouge, constitue le coeur de ce merveilleux site. 
Tamaricciu offre un cadre idyllique : sable blanc, amas de roches, pins parasols, maquis dense…"
538,Giru Mare,https://www.datatourisme.fr/ontology/core#PlaceOfInterest|https://www.datatourisme.fr/ontology/core#PointOfInterest|https://www.datatourisme.fr/ontology/core#SportsAndLeisurePlace|https://www.datatourisme.fr/ontology/core#SightseeingBoat|http://schema.org/LocalBusiness,42.565604,8.757349,Port de Calvi,20260,+33 6 76 37 64 53,contact@girumare.com,https://www.girumare.com/,Calvi,"Promenade en mer, de Piana à Centuri en passant par Scandola, votre capitaine, Claude, vous propose une expérience conviviale à bord d'un semi rigide de 11 mètres, en petit comité. Claude vous révèlera tous les secrets et les merveilles de la Corse."
539,U casteddu d’Araghju,https://www.datatourisme.fr/ontology/core#ArcheologicalSite|https://www.datatourisme.fr/ontology/core#CulturalSite|https://www.datatourisme.fr/ontology/core#PlaceOfInterest|https://www.datatourisme.fr/ontology/core#PointOfInterest,41.656311,9.279691,Araghju,20170,+33 4 95 70 09 58,,,San-Gavino-di-Carbini,"Forteresse cyclopéenne, aux remparts démesurés, plus de 2 mètres de largeur pour certains, le casteddu d’Araghju domine depuis plus de 4000 ans, la vaste plaine qui s’étend sous ses pieds offrant une vue imprenable le golfe de Porto-Vecchio."
540,"Ceccia, site archéologique de l’âge du Bronze",https://www.datatourisme.fr/ontology/core#ArcheologicalSite|https://www.datatourisme.fr/ontology/core#CulturalSite|https://www.datatourisme.fr/ontology/core#PlaceOfInterest|https://www.datatourisme.fr/ontology/core#PointOfInterest,41.560031,9.242944,Village de Ceccia,20137,+33 4 95 70 09 58,,,Porto-Vecchio,"À 5 min de Porto-Vecchio, un petit sentier au centre du village vous mènera à un monument circulaire d’environ 12 m de diamètre datant de 1350 av JC. Le panorama y est exceptionnel."
541,U Casteddu di Tappa,https://www.datatourisme.fr/ontology/core#ArcheologicalSite|https://www.datatourisme.fr/ontology/core#CulturalSite|https://www.datatourisme.fr/ontology/core#PlaceOfInterest|https://www.datatourisme.fr/ontology/core#PointOfInterest,41.552136,9.230978,Après le village de Ceccia Route de Sotta,20137,+33 4 95 70 09 58,,,Porto-Vecchio,"À 10 min de Porto-Vecchio, découvrez ce complexe archéologique datant du IVe millénaire avant notre ère (âge du bronze) offrant un point de vue superbe.
Constitué d’une enceinte cyclopéenne entourant un village et renfermant une « torre » monumentale."
551,Parcours A Marina,https://www.datatourisme.fr/ontology/core#PlaceOfInterest|https://www.datatourisme.fr/ontology/core#PointOfInterest|https://www.datatourisme.fr/ontology/core#SportsAndLeisurePlace|https://www.datatourisme.fr/ontology/core#Tour|https://www.datatourisme.fr/ontology/core#WalkingTour|https://www.datatourisme.fr/ontology/core#EducationalTrail|http://purl.org/ontology/olo/core#OrderedList,41.586854,9.290255,Quai Syracuse,20137,+33 4 95 70 09 58,accueil@destination-sudcorse.com,http://www.ot-portovecchio.com/,Porto-Vecchio,"Cette balade au fil de l’eau, emprunte les quais depuis le port de plaisance jusqu'au port de commerce et vous mène jusqu'à l'embouchure du Stabiacciu. Pour démarrer, rendez-vous à la gare routière."
552,Parcours A Citadedda,https://www.datatourisme.fr/ontology/core#PlaceOfInterest|https://www.datatourisme.fr/ontology/core#PointOfInterest|https://www.datatourisme.fr/ontology/core#SportsAndLeisurePlace|https://www.datatourisme.fr/ontology/core#Tour|https://www.datatourisme.fr/ontology/core#WalkingTour|https://www.datatourisme.fr/ontology/core#EducationalTrail|http://purl.org/ontology/olo/core#OrderedList,41.591983,9.278853,Quai Syracuse,20137,+33 4 95 70 09 58,accueil@destination-sudcorse.com,http://www.ot-portovecchio.com/,Porto-Vecchio,"Rendez-vous dans la haute-ville de Portivechju pour une incursion dans le cœur de ville des Porto-Vecchiais ! Nous vous attendons sur l’esplanade de l’Espace Jean-Paul De Rocca Serra, à quelques mètres de l’Office de Tourisme."
554,0 - Introitu,https://www.datatourisme.fr/ontology/core#PlaceOfInterest|https://www.datatourisme.fr/ontology/core#PointOfInterest|https://www.datatourisme.fr/ontology/core#SportsAndLeisurePlace|https://www.datatourisme.fr/ontology/core#Tour|https://www.datatourisme.fr/ontology/core#WalkingTour|https://www.datatourisme.fr/ontology/core#EducationalTrail|http://purl.org/ontology/olo/core#OrderedList,41.592128,9.283796,Quai Syracuse,20137,+33 4 95 70 09 58,accueil@destination-sudcorse.com,http://www.ot-portovecchio.com/,Porto-Vecchio,
556,La plage de Furnellu,https://www.datatourisme.fr/ontology/core#PlaceOfInterest|https://www.datatourisme.fr/ontology/core#PointOfInterest|https://www.datatourisme.fr/ontology/core#SportsAndLeisurePlace|https://www.datatourisme.fr/ontology/core#Beach|https://www.datatourisme.fr/ontology/core#NaturalHeritage|http://schema.org/Landform,41.475454,9.071438,Furnellu,20171,+33 4 95 71 80 06,,,Monacia-d'Aullène,"Petite plage dans un anse longue et étroite qui abrite un étang lagunaire à la confluence des embouchures de plusieurs ruisseaux locaux.
Vous pouvez profiter d'un panorama exceptionnel sur cette côte accidenté avec le sentier qui mène à la tour génoise."
557,La plage de Pianottoli-Caldarello,https://www.datatourisme.fr/ontology/core#PlaceOfInterest|https://www.datatourisme.fr/ontology/core#PointOfInterest|https://www.datatourisme.fr/ontology/core#SportsAndLeisurePlace|https://www.datatourisme.fr/ontology/core#Beach|https://www.datatourisme.fr/ontology/core#NaturalHeritage|http://schema.org/Landform,41.475454,9.071438,Capitainerie,20131,+33 4 95 71 80 06,,,Pianottoli-Caldarello,"Les plages pianottolaises font toutes partie de la réserve naturelle des Bouches de Bonifacio. Eau turquoise, sable fin, cadre paradisiaque. L’émerveillement et le dépaysement sont au bout des chemins…"
558,La plage d'Acciaghju,https://www.datatourisme.fr/ontology/core#PlaceOfInterest|https://www.datatourisme.fr/ontology/core#PointOfInterest|https://www.datatourisme.fr/ontology/core#SportsAndLeisurePlace|https://www.datatourisme.fr/ontology/core#Beach|https://www.datatourisme.fr/ontology/core#NaturalHeritage|http://schema.org/Landform,41.545896,9.305777,Route de Palombaggia Acciaghju,20137,+33 4 95 70 09 58,,,Porto-Vecchio,"Moins connue, a Cala d’Acciaghju, est la dernière anse de la péninsule de Palombaggia. Sa partie méridionale constitue un abris les jours de vent d’Est. Elle se caractérise par une eau translucide, un sable fin, des dunes blanches entourées de genévriers."
559,La plage de la Tonnara,https://www.datatourisme.fr/ontology/core#PlaceOfInterest|https://www.datatourisme.fr/ontology/core#PointOfInterest|https://www.datatourisme.fr/ontology/core#SportsAndLeisurePlace|https://www.datatourisme.fr/ontology/core#Beach|https://www.datatourisme.fr/ontology/core#NaturalHeritage|http://schema.org/Landform,41.42669,9.105352,D388 La Tonnara,20169,+33 4 95 70 09 58,,,Bonifacio,"En forme de petit lagon protégé par des îlets, son sable et son eau translucide, la plage reste très « nature », même si un grand parking gratuit et plusieurs restaurants sont à votre disposition à quelques mètres."
560,La plage de Cala di Lume,https://www.datatourisme.fr/ontology/core#PlaceOfInterest|https://www.datatourisme.fr/ontology/core#PointOfInterest|https://www.datatourisme.fr/ontology/core#SportsAndLeisurePlace|https://www.datatourisme.fr/ontology/core#Beach|https://www.datatourisme.fr/ontology/core#NaturalHeritage|http://schema.org/Landform,41.557985,9.325567,Route de Palombaggia Cala di Lume,20137,+33 4 95 70 09 58,,,Porto-Vecchio,"La «plage des Lumière"" doit son nom à la famille des frères Lumière, Auguste et Louis, pionniers de la photographie, qui y possédaient une maison toute proche."
561,La plage de Rondinara,https://www.datatourisme.fr/ontology/core#PlaceOfInterest|https://www.datatourisme.fr/ontology/core#PointOfInterest|https://www.datatourisme.fr/ontology/core#SportsAndLeisurePlace|https://www.datatourisme.fr/ontology/core#Beach|https://www.datatourisme.fr/ontology/core#NaturalHeritage|http://schema.org/Landform,41.468379,9.266488,Rondinara,20169,+33 4 95 70 09 58,,,Bonifacio,"À mi-chemin entre Porto-Vecchio et Bonifacio, la plage de la Rondinara se distingue des autres plages par son aspect particulier."
562,La plage de Figari,https://www.datatourisme.fr/ontology/core#PlaceOfInterest|https://www.datatourisme.fr/ontology/core#PointOfInterest|https://www.datatourisme.fr/ontology/core#SportsAndLeisurePlace|https://www.datatourisme.fr/ontology/core#Beach|https://www.datatourisme.fr/ontology/core#NaturalHeritage|http://schema.org/Landform,41.465614,9.070365,port de Figari,20114,+33 4 95 71 00 23,,,Figari,"Entre les marais de Soprane et de Sottane, on trouve une petite plage de sable avec quelques rochers de granit. L’environnement est très agréable mais la plage est très étroite."
563,Eco-Voile,https://www.datatourisme.fr/ontology/core#PlaceOfInterest|https://www.datatourisme.fr/ontology/core#PointOfInterest|https://www.datatourisme.fr/ontology/core#SportsAndLeisurePlace|https://www.datatourisme.fr/ontology/core#SightseeingBoat|http://schema.org/LocalBusiness,41.621146,9.304465,Pezza Cardo Route de Pezza Cardo,20137,+33 6 14 84 61 50,,,Porto-Vecchio,"Découvrez l'art de naviguer en voilier habitable et vivez une expérience unique avec Eco-Voile à Porto-Vecchio. Embarquez pour des sorties voile exceptionnelles, synonymes de liberté et de plaisirs marins."
